"Pclass","SibSp","Parch","Survived","Sex","Age","Fare","Embarked","Price","FamilySize","Child","AgeInterval"
"3",0,0,"0","female",20,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"1","female",26,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"1","male",30,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",45,7.8958,"S",7.8958,1,"0","4"
"3",0,0,"0","male",51,7.0542,"S",7.0542,1,"0","4"
"3",0,0,"0","female",28,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","female",21,7.8792,"Q",7.8792,1,"0","3"
"3",0,0,"0","male",51,7.2292,"C",7.2292,1,"0","4"
"3",0,0,"0","male",31,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","female",21,7.6292,"Q",7.6292,1,"0","3"
"3",0,0,"0","male",25,7.75,"Q",7.75,1,"0","3"
"3",0,0,"1","male",22,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","female",30.5,7.75,"Q",7.75,1,"0","3"
"3",0,0,"1","male",31,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",24.5,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",21,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",25,7.8292,"Q",7.8292,1,"0","3"
"3",0,0,"1","female",19,7.7375,"Q",7.7375,1,"0","3"
"3",0,0,"0","male",28,56.4958,"S",8.07082857142857,1,"0","3"
"3",0,0,"1","male",26,56.4958,"S",8.07082857142857,1,"0","3"
"3",0,0,"0","female",30,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"0","male",17,8.6625,"S",8.6625,1,"0","2"
"3",0,0,"0","male",65,7.75,"Q",7.75,1,"0","5"
"3",0,0,"0","male",11,7.225,"C",7.225,1,"0","1"
"3",0,0,"0","male",22,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",40,7.225,"C",7.225,1,"0","4"
"3",0,0,"0","male",20,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"0","male",44,7.225,"C",7.225,1,"0","4"
"3",0,0,"0","male",28,7.7958,"S",7.7958,1,"0","3"
"3",0,0,"1","male",27,7.7958,"S",7.7958,1,"0","3"
"3",0,0,"0","male",20,9.225,"S",9.225,1,"0","3"
"3",0,0,"0","male",55.5,14.4583,"C",7.22915,1,"0","5"
"3",0,0,"0","male",21,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",16,9.5,"S",9.5,1,"0","2"
"3",0,0,"1","male",29,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",42,8.6625,"S",8.6625,1,"0","4"
"3",0,0,"1","female",45.5,7.8292,"Q",7.8292,1,"0","4"
"3",0,0,"0","female",14,7.8542,"S",7.8542,1,"0","2"
"3",0,0,"0","male",54,7.2292,"C",7.2292,1,"0","4"
"3",0,0,"0","male",34,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","male",23,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"1","female",24,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","male",32,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",28,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","female",31,8.6833,"S",8.6833,1,"0","3"
"3",0,0,"1","male",26,18.7875,"C",9.39375,1,"0","3"
"3",0,0,"0","male",32,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",26,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","female",13,7.2292,"C",7.2292,1,"0","2"
"3",0,0,"0","male",33,8.6542,"S",8.6542,1,"0","3"
"3",0,0,"0","male",40,7.8958,"S",7.8958,1,"0","4"
"3",0,0,"0","female",31,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"0","male",22,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",18,7.25,"S",7.25,1,"0","3"
"3",0,0,"0","male",34,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","female",28,8.05,"S",8.05,1,"0","3"
"3",0,0,"1","female",21,7.65,"S",7.65,1,"0","3"
"3",0,0,"0","male",24,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",42,56.4958,"S",8.07082857142857,1,"0","4"
"3",0,0,"0","male",29,7.875,"S",7.875,1,"0","3"
"3",0,0,"1","female",15,7.225,"C",7.225,1,"0","2"
"3",0,0,"0","male",18,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",38,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",22,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",17,8.6625,"S",8.6625,1,"0","2"
"3",0,0,"1","male",19,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",21,7.7333,"Q",7.7333,1,"0","3"
"3",0,0,"0","male",20,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",55,7.8958,"S",7.8958,1,"0","5"
"3",0,0,"1","female",22,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","female",18,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",16,7.8958,"S",7.8958,1,"0","2"
"3",0,0,"0","male",17,7.25,"S",7.25,1,"0","2"
"3",0,0,"0","male",22,9.35,"S",9.35,1,"0","3"
"3",0,0,"0","male",19,8.05,"S",8.05,1,"0","3"
"3",0,0,"1","female",18,9.8417,"S",9.8417,1,"0","3"
"3",0,0,"0","male",43,6.45,"S",6.45,1,"0","4"
"3",0,0,"1","male",27,6.975,"S",6.975,1,"0","3"
"3",0,0,"1","female",22,7.25,"S",7.25,1,"0","3"
"3",0,0,"1","male",32,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"0","male",20,4.0125,"C",4.0125,1,"0","3"
"3",0,0,"0","male",22,7.7292,"Q",7.7292,1,"0","3"
"3",0,0,"0","male",9,6.95,"Q",6.95,1,"0","1"
"3",0,0,"0","male",25,7.7417,"Q",7.7417,1,"0","3"
"3",0,0,"0","male",31,7.7375,"Q",7.7375,1,"0","3"
"3",0,0,"0","male",22,7.125,"S",7.125,1,"0","3"
"3",0,0,"0","male",24,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",17,7.75,"Q",7.75,1,"0","2"
"3",0,0,"1","male",70,7.75,"Q",7.75,1,"0","5"
"3",0,0,"0","female",25,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","female",45,7.75,"S",7.75,1,"0","4"
"3",0,0,"0","male",26,8.7125,"C",8.7125,1,"0","3"
"3",0,0,"1","male",20,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"1","female",32,7.75,"Q",7.75,1,"0","3"
"3",0,0,"1","female",42,7.75,"Q",7.75,1,"0","4"
"3",0,0,"0","male",21,7.8,"S",7.8,1,"0","3"
"3",0,0,"0","male",21,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","male",32,56.4958,"S",8.07082857142857,1,"0","3"
"3",0,0,"0","male",29,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",31,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"0","male",35,7.8958,"C",7.8958,1,"0","3"
"3",0,0,"0","male",25,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",31,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",48,7.8958,"S",7.8958,1,"0","4"
"3",0,0,"0","male",38,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"0","male",23,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",17,8.6625,"S",8.6625,1,"0","2"
"3",0,0,"0","male",18,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",28,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",30,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",25,7.05,"S",7.05,1,"0","3"
"3",0,0,"1","male",32,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",32,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",19,10.1708,"S",10.1708,1,"0","3"
"3",0,0,"0","male",20,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"0","male",22,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",20,8.4583,"Q",8.4583,1,"0","3"
"3",0,0,"0","female",24,8.85,"S",8.85,1,"0","3"
"3",0,0,"0","male",15,8.05,"S",8.05,1,"0","2"
"3",0,0,"1","female",15,8.0292,"Q",8.0292,1,"0","2"
"3",0,0,"1","female",24,7.8792,"Q",7.8792,1,"0","3"
"3",0,0,"1","female",17,7.7875,"Q",7.7875,1,"0","2"
"3",0,0,"0","female",41,8.1375,"Q",8.1375,1,"0","4"
"3",0,0,"0","male",35,7.125,"S",7.125,1,"0","3"
"3",0,0,"0","male",17,7.125,"S",7.125,1,"0","2"
"3",0,0,"0","male",11,18.7875,"C",9.39375,1,"0","1"
"3",0,0,"0","male",21,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",36,7.3125,"S",7.3125,1,"0","3"
"3",0,0,"0","male",19,0,"S",0,1,"0","3"
"3",0,0,"1","male",31,7.925,"S",7.925,1,"0","3"
"3",0,0,"1","male",25,0,"S",0,1,"0","3"
"3",0,0,"0","male",26,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",22,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",26,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",31,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","male",22,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",33,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","female",26,7.925,"S",7.925,1,"0","3"
"3",0,0,"1","female",27,7.925,"S",7.925,1,"0","3"
"3",0,0,"1","female",63,9.5875,"S",9.5875,1,"0","5"
"3",0,0,"0","male",61,6.2375,"S",6.2375,1,"0","5"
"3",0,0,"1","female",22,7.75,"S",7.75,1,"0","3"
"3",0,0,"0","male",35,8.05,"S",8.05,1,"0","3"
"3",0,0,"1","female",5,12.475,"S",6.2375,1,"1","1"
"3",0,0,"1","female",30,12.475,"S",6.2375,1,"0","3"
"3",0,0,"0","male",47,9,"S",9,1,"0","4"
"3",0,0,"0","male",22,9,"S",9,1,"0","3"
"3",0,0,"0","male",25,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","male",21,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","female",40,7.55,"S",7.55,1,"0","4"
"3",0,0,"1","male",39,8.1125,"S",8.1125,1,"0","3"
"3",0,0,"0","male",19,6.75,"Q",6.75,1,"0","3"
"3",0,0,"1","male",30,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",34.5,6.4375,"C",6.4375,1,"0","3"
"3",0,0,"0","male",35,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",22,7.7958,"S",7.7958,1,"0","3"
"3",0,0,"0","male",33,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",21,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",29,9.4833,"S",9.4833,1,"0","3"
"3",0,0,"0","male",21,7.25,"S",7.25,1,"0","3"
"3",0,0,"0","female",22,10.5167,"S",10.5167,1,"0","3"
"3",0,0,"0","male",23.5,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",30,7.225,"C",7.225,1,"0","3"
"3",0,0,"0","male",45,6.975,"S",6.975,1,"0","4"
"3",0,0,"0","male",28.5,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",33,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",51,7.75,"S",7.75,1,"0","4"
"3",0,0,"0","male",29,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",49,0,"S",0,1,"0","4"
"3",0,0,"0","male",19,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",44,7.725,"Q",7.725,1,"0","4"
"3",0,0,"0","male",47,7.25,"S",7.25,1,"0","4"
"3",0,0,"0","male",16,7.775,"S",7.775,1,"0","2"
"3",0,0,"0","male",16,8.05,"S",8.05,1,"0","2"
"3",0,0,"0","male",19,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",16,7.8958,"C",7.8958,1,"0","2"
"3",0,0,"0","male",44,8.05,"S",8.05,1,"0","4"
"3",0,0,"0","male",31,14.5,"S",14.5,1,"0","3"
"3",0,0,"0","male",18,7.75,"S",7.75,1,"0","3"
"3",0,0,"0","male",59,7.25,"S",7.25,1,"0","5"
"3",0,0,"0","male",34,8.05,"S",8.05,1,"0","3"
"3",0,0,"1","female",51,7.75,"Q",7.75,1,"0","4"
"3",0,0,"0","male",44,8.05,"S",8.05,1,"0","4"
"3",0,0,"0","male",32,7.75,"Q",7.75,1,"0","3"
"3",0,0,"1","female",22,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","female",21,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",32,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",27,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",20,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",35,7.05,"S",7.05,1,"0","3"
"3",0,0,"0","male",25,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",24,7.05,"S",7.05,1,"0","3"
"3",0,0,"0","female",18,6.75,"Q",6.75,1,"0","3"
"3",0,0,"0","male",23.5,15.5,"Q",15.5,1,"0","3"
"3",0,0,"0","male",21,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",19,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",28,22.525,"S",22.525,1,"0","3"
"3",0,0,"0","male",21,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",30,7.25,"S",7.25,1,"0","3"
"3",0,0,"0","male",25,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",28,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"0","male",20,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"0","male",45,7.55,"S",7.55,1,"0","4"
"3",0,0,"0","male",33,7.8958,"C",7.8958,1,"0","3"
"3",0,0,"0","male",32,8.3625,"S",8.3625,1,"0","3"
"3",0,0,"0","male",51,7.775,"S",7.775,1,"0","4"
"3",0,0,"0","male",31,7.775,"S",7.775,1,"0","3"
"3",0,0,"1","female",16,7.7333,"Q",7.7333,1,"0","2"
"3",0,0,"0","male",26,7.775,"S",7.775,1,"0","3"
"3",0,0,"0","male",25,7.65,"S",7.65,1,"0","3"
"3",0,0,"0","male",19,7.65,"S",7.65,1,"0","3"
"3",0,0,"0","male",39,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",45,7.8958,"S",7.8958,1,"0","4"
"3",0,0,"1","female",0.75,7.75,"Q",7.75,1,"1","1"
"3",0,0,"0","male",6,7.8958,"C",7.8958,1,"1","1"
"3",0,0,"0","male",21,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",30.5,6.8583,"Q",6.8583,1,"0","3"
"3",0,0,"0","male",47,24.15,"Q",8.05,1,"0","4"
"3",0,0,"1","male",44,7.925,"S",7.925,1,"0","4"
"3",0,0,"1","male",16,56.4958,"S",8.07082857142857,1,"0","2"
"3",0,0,"0","male",19,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","female",37,9.5875,"S",9.5875,1,"0","3"
"3",0,0,"0","male",23,9.225,"S",9.225,1,"0","3"
"3",0,0,"0","male",43,8.05,"S",8.05,1,"0","4"
"3",0,0,"1","male",18,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",25,7.05,"S",7.05,1,"0","3"
"3",0,0,"0","male",21,7.8542,"S",7.8542,1,"0","3"
"3",0,0,"1","male",21,7.7958,"S",7.7958,1,"0","3"
"3",0,0,"0","male",29,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",18,7.7958,"S",7.7958,1,"0","3"
"3",0,0,"0","male",74,7.775,"S",7.775,1,"0","5"
"3",0,0,"1","male",29,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",22,7.25,"S",7.25,1,"0","3"
"3",0,0,"0","female",26,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",28,8.05,"S",8.05,1,"0","3"
"3",0,0,"1","female",14,7.7333,"Q",7.7333,1,"0","2"
"3",0,0,"0","male",24,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",22,7.5208,"S",7.5208,1,"0","3"
"3",0,0,"1","male",39,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",36,0,"S",0,1,"0","3"
"3",0,0,"0","male",36,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",33,8.6625,"C",8.6625,1,"0","3"
"3",0,0,"1","male",29,7.8958,"C",7.8958,1,"0","3"
"3",0,0,"0","male",20,7.05,"S",7.05,1,"0","3"
"3",0,0,"0","male",24,7.7958,"S",7.7958,1,"0","3"
"3",0,0,"1","male",45,8.05,"S",8.05,1,"0","4"
"3",0,0,"0","male",21,8.4333,"S",8.4333,1,"0","3"
"3",0,0,"1","female",20,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",28.5,8.05,"S",8.05,1,"0","3"
"3",0,0,"1","male",32,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",18,14.5,"S",7.25,1,"0","3"
"3",0,0,"0","male",25,7.25,"S",7.25,1,"0","3"
"3",0,0,"0","male",50,8.05,"S",8.05,1,"0","4"
"3",0,0,"0","male",32,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",23,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",21,16.1,"S",8.05,1,"0","3"
"3",0,0,"0","female",22,9.8375,"S",9.8375,1,"0","3"
"3",0,0,"0","male",40.5,7.75,"Q",7.75,1,"0","4"
"3",0,0,"1","male",16,8.05,"S",8.05,1,"0","2"
"3",0,0,"0","male",30.5,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","female",23,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",22,7.25,"S",7.25,1,"0","3"
"3",0,0,"1","female",23,7.55,"S",7.55,1,"0","3"
"3",0,0,"0","male",34,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",19,8.1583,"S",8.1583,1,"0","3"
"3",0,0,"0","male",22,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",47,7.25,"S",7.25,1,"0","4"
"3",0,0,"0","male",26,15.1,"S",15.1,1,"0","3"
"3",0,0,"1","female",16,7.75,"Q",7.75,1,"0","2"
"3",0,0,"0","male",31,7.05,"S",7.05,1,"0","3"
"3",0,0,"0","male",21,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",38,7.05,"S",7.05,1,"0","3"
"3",0,0,"0","male",30,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",48,7.8542,"S",7.8542,1,"0","4"
"3",0,0,"0","male",42,7.55,"S",7.55,1,"0","4"
"3",0,0,"0","male",21,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",16,9.2167,"S",4.60835,1,"0","2"
"3",0,0,"0","male",27,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",24,7.4958,"S",7.4958,1,"0","3"
"3",0,0,"0","male",39,24.15,"S",12.075,1,"0","3"
"3",0,0,"0","male",32,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","male",28.5,16.1,"S",8.05,1,"0","3"
"3",0,0,"0","male",42,7.65,"S",7.65,1,"0","4"
"3",0,0,"0","male",20,7.925,"S",7.925,1,"0","3"
"3",0,0,"0","female",15,7.75,"Q",7.75,1,"0","2"
"3",0,0,"0","male",19,14.5,"S",7.25,1,"0","3"
"3",0,0,"0","male",20.5,7.25,"S",7.25,1,"0","3"
"3",0,0,"0","male",29,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",70.5,7.75,"Q",7.75,1,"0","5"
"3",0,0,"1","female",32,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",21,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",20,9.8458,"S",4.9229,1,"0","3"
"3",0,0,"0","male",36,7.4958,"S",7.4958,1,"0","3"
"3",0,0,"0","male",35,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",55.5,8.05,"S",8.05,1,"0","5"
"3",0,0,"0","male",30,8.05,"S",8.05,1,"0","3"
"3",0,0,"0","male",41,7.125,"S",7.125,1,"0","4"
"3",0,1,"0","male",44,16.1,"S",16.1,2,"0","4"
"3",0,1,"1","male",0.42,8.5167,"C",8.5167,2,"1","1"
"3",0,1,"0","female",45,14.4542,"C",7.2271,2,"0","4"
"3",0,1,"0","female",2,10.4625,"S",5.23125,2,"1","1"
"3",0,1,"1","female",27,12.475,"S",6.2375,2,"0","3"
"3",0,1,"1","female",4,13.4167,"C",13.4167,2,"1","1"
"3",0,1,"1","female",18,9.35,"S",9.35,2,"0","3"
"3",0,1,"1","male",6,12.475,"S",6.2375,2,"1","1"
"3",0,1,"0","male",42,8.4042,"S",8.4042,2,"0","4"
"3",0,1,"1","female",2,12.2875,"S",12.2875,2,"1","1"
"3",0,1,"0","female",18,14.4542,"C",7.2271,2,"0","3"
"3",0,2,"0","female",41,20.2125,"S",10.10625,3,"0","4"
"3",0,2,"0","female",10,24.15,"S",8.05,3,"0","1"
"3",0,2,"1","female",27,11.1333,"S",3.7111,3,"0","3"
"3",0,2,"1","female",4,22.025,"S",22.025,3,"1","1"
"3",0,2,"1","female",24,16.7,"S",8.35,3,"0","3"
"3",0,2,"0","male",40.5,14.5,"S",14.5,3,"0","4"
"3",0,2,"0","female",21,15.2458,"C",7.6229,3,"0","3"
"3",0,2,"1","male",9,20.525,"S",6.84166666666667,3,"0","1"
"3",0,2,"0","female",18,7.75,"Q",7.75,3,"0","3"
"3",0,2,"1","female",29,15.2458,"C",15.2458,3,"0","3"
"3",0,2,"1","female",21,22.3583,"C",11.17915,3,"0","3"
"3",0,2,"1","female",1,15.7417,"C",7.87085,3,"1","1"
"3",0,3,"1","female",24,19.2583,"C",4.814575,4,"0","3"
"3",0,4,"0","female",29,21.075,"S",5.26875,5,"0","3"
"3",0,5,"0","female",41,39.6875,"S",6.61458333333333,6,"0","4"
"3",0,5,"0","female",39,29.125,"Q",5.825,6,"0","3"
"3",1,0,"1","female",19,7.8542,"S",7.8542,2,"0","3"
"3",1,0,"1","female",27,24.15,"Q",8.05,2,"0","3"
"3",1,0,"1","male",12,11.2417,"C",5.62085,2,"0","1"
"3",1,0,"1","female",24,15.85,"S",7.925,2,"0","3"
"3",1,0,"0","male",22,7.25,"S",7.25,2,"0","3"
"3",1,0,"0","male",21,19.9667,"S",19.9667,2,"0","3"
"3",1,0,"0","male",28,15.85,"S",7.925,2,"0","3"
"3",1,0,"0","female",14.5,14.4542,"C",7.2271,2,"0","2"
"3",1,0,"0","male",26,14.4542,"C",14.4542,2,"0","3"
"3",1,0,"1","female",32,15.5,"Q",7.75,2,"0","3"
"3",1,0,"1","female",36,17.4,"S",17.4,2,"0","3"
"3",1,0,"0","male",30,16.1,"S",8.05,2,"0","3"
"3",1,0,"0","male",44,24.15,"Q",8.05,2,"0","4"
"3",1,0,"0","male",18,6.4958,"S",6.4958,2,"0","3"
"3",1,0,"0","male",25,17.8,"S",8.9,2,"0","3"
"3",1,0,"0","female",18,17.8,"S",8.9,2,"0","3"
"3",1,0,"1","female",14,11.2417,"C",5.62085,2,"0","2"
"3",1,0,"1","male",25,7.775,"S",7.775,2,"0","3"
"3",1,0,"0","male",32,15.85,"S",7.925,2,"0","3"
"3",1,0,"1","female",35,16.1,"S",16.1,2,"0","3"
"3",1,0,"0","male",29,7.0458,"S",7.0458,2,"0","3"
"3",1,0,"0","female",47,14.5,"S",14.5,2,"0","4"
"3",1,0,"0","male",61,15.5,"Q",7.75,2,"0","5"
"3",1,0,"0","female",45,14.4542,"C",7.2271,2,"0","4"
"3",1,0,"0","female",25,7.925,"S",7.925,2,"0","3"
"3",1,0,"0","female",21,9.825,"S",9.825,2,"0","3"
"3",1,0,"0","female",23,14.4583,"C",14.4583,2,"0","3"
"3",1,0,"0","male",27,14.4542,"C",7.2271,2,"0","3"
"3",1,0,"1","female",31,15.5,"Q",7.75,2,"0","3"
"3",1,0,"0","female",26,16.1,"S",8.05,2,"0","3"
"3",1,0,"0","male",24,16.1,"S",16.1,2,"0","3"
"3",1,0,"0","male",25,7.775,"S",7.775,2,"0","3"
"3",1,0,"0","male",50,7.75,"Q",7.75,2,"0","4"
"3",1,0,"0","female",31,18,"S",18,2,"0","3"
"3",1,0,"0","male",26,19.9667,"S",19.9667,2,"0","3"
"3",1,0,"0","male",26,7.8542,"S",7.8542,2,"0","3"
"3",1,0,"1","female",30,16.1,"S",8.05,2,"0","3"
"3",1,0,"1","female",15,14.4542,"C",7.2271,2,"0","2"
"3",1,0,"0","male",27,15.5,"Q",15.5,2,"0","3"
"3",1,0,"0","male",71,16.1,"S",8.05,2,"0","5"
"3",1,0,"0","female",20,9.825,"S",9.825,2,"0","3"
"3",1,0,"1","male",20,7.925,"S",7.925,2,"0","3"
"3",1,0,"0","female",40,9.475,"S",9.475,2,"0","4"
"3",1,0,"1","female",32,15.5,"Q",7.75,2,"0","3"
"3",1,0,"0","male",36,15.55,"S",15.55,2,"0","3"
"3",1,0,"0","male",17,7.0542,"S",7.0542,2,"0","2"
"3",1,1,"0","male",15,7.2292,"C",7.2292,3,"0","2"
"3",1,1,"0","male",33,20.525,"S",6.84166666666667,3,"0","3"
"3",1,1,"1","female",4,16.7,"S",8.35,3,"1","1"
"3",1,1,"1","male",4,11.1333,"S",3.7111,3,"1","1"
"3",1,1,"0","female",28,14.4,"S",7.2,3,"0","3"
"3",1,1,"0","male",16,20.25,"S",10.125,3,"0","2"
"3",1,1,"0","male",18,20.2125,"S",10.10625,3,"0","3"
"3",1,1,"0","male",34,14.4,"S",7.2,3,"0","3"
"3",1,1,"0","male",18,7.8542,"S",7.8542,3,"0","3"
"3",1,1,"1","female",35,20.25,"S",10.125,3,"0","3"
"3",1,1,"1","male",20,15.7417,"C",7.87085,3,"0","3"
"3",1,1,"1","female",1,11.1333,"S",3.7111,3,"1","1"
"3",1,1,"0","female",30,24.15,"S",8.05,3,"0","3"
"3",1,1,"1","female",20,22.3583,"C",11.17915,3,"0","3"
"3",1,1,"0","male",36,24.15,"S",8.05,3,"0","3"
"3",1,1,"0","female",9,15.2458,"C",7.6229,3,"0","1"
"3",1,1,"1","male",9,15.9,"S",7.95,3,"0","1"
"3",1,1,"1","female",31,20.525,"S",6.84166666666667,3,"0","3"
"3",1,1,"0","male",40,15.5,"Q",7.75,3,"0","4"
"3",1,1,"0","female",32,15.5,"Q",7.75,3,"0","3"
"3",1,1,"0","female",29,10.4625,"S",5.23125,3,"0","3"
"3",1,1,"1","male",3,15.9,"S",7.95,3,"1","1"
"3",1,1,"1","male",29,15.2458,"C",7.6229,3,"0","3"
"3",1,1,"1","male",20,15.2458,"C",7.6229,3,"0","3"
"3",1,1,"0","male",17,7.2292,"C",7.2292,3,"0","2"
"3",1,2,"0","female",5,23.45,"S",11.725,4,"1","1"
"3",1,2,"1","male",1,20.575,"S",10.2875,4,"1","1"
"3",1,2,"0","male",26,23.45,"S",11.725,4,"0","3"
"3",1,2,"0","male",26,20.575,"S",10.2875,4,"0","3"
"3",1,3,"0","female",48,34.375,"S",8.59375,5,"0","4"
"3",1,3,"0","male",16,34.375,"S",8.59375,5,"0","2"
"3",1,4,"0","female",45,27.9,"S",4.65,6,"0","4"
"3",1,4,"0","male",40,27.9,"S",4.65,6,"0","4"
"3",1,5,"0","female",39,31.275,"S",4.46785714285714,7,"0","3"
"3",1,5,"0","male",39,31.275,"S",4.46785714285714,7,"0","3"
"3",1,5,"1","female",38,31.3875,"S",7.846875,7,"0","3"
"3",1,6,"0","female",43,46.9,"S",7.81666666666667,8,"0","4"
"3",2,0,"0","female",18,18,"S",9,3,"0","3"
"3",2,0,"0","male",58,21.6792,"C",21.6792,3,"0","5"
